State,AccountLength,AreaCode,InternationalPlan,VoiceMailPlan,TotalDayMinutes,TotalEveMinutes,CustomerServiceCalls,Churn
CO,192,415,no,no,185,224.9,2,FALSE
WI,70,415,no,no,156.4,171,2,FALSE
KS,148,510,no,no,239.3,195.7,1,FALSE
RI,65,415,no,yes,215.5,161.9,2,FALSE
MT,119,510,no,no,134.9,211.5,1,FALSE
CO,80,415,no,no,194.8,209.9,0,FALSE
CT,152,408,no,yes,239.1,209.1,5,FALSE
FL,113,510,no,no,92.6,177.6,3,FALSE
VT,75,510,no,no,209.4,211.5,1,FALSE
OH,80,415,no,no,197.6,164.5,1,FALSE
NH,148,408,no,no,17.6,161.7,1,FALSE
RI,63,415,yes,no,62.9,202.9,1,FALSE
FL,97,415,no,yes,202.3,69.2,1,FALSE
MD,166,415,no,no,136.1,181.4,0,FALSE
WY,94,408,no,no,207,167.4,1,FALSE
FL,85,408,no,yes,207.9,233.5,1,FALSE
TN,80,415,yes,no,276.5,195.6,1,TRUE
NC,210,415,no,yes,313.8,147.7,3,FALSE
IN,88,415,yes,yes,288.5,203.4,1,FALSE
IA,100,408,no,no,210.9,329.3,4,FALSE
WV,154,408,no,yes,64.9,184.1,1,FALSE
UT,32,510,no,yes,243.5,236.8,1,FALSE
GA,18,408,no,no,197,203.7,3,FALSE
AK,126,415,no,yes,278,253.2,0,FALSE
UT,144,510,no,yes,219.9,222.1,1,FALSE
MS,29,510,no,no,313.2,216.3,2,TRUE
AR,86,408,no,yes,145.7,191,0,FALSE
AK,138,415,no,yes,75.8,173.6,0,FALSE
AK,146,415,no,no,195.9,228.6,3,FALSE
ME,175,415,no,no,132,231.2,1,FALSE
WV,74,510,no,no,124,262.1,2,FALSE
CT,48,415,no,no,171.9,159,2,FALSE
GA,74,510,no,yes,249.4,209.5,4,FALSE
NV,105,415,yes,no,228.4,145.1,0,FALSE
VT,157,510,no,no,168.6,205.1,3,FALSE
DC,217,415,no,no,123.7,248.5,0,FALSE
TN,68,415,no,no,178.7,252.3,1,FALSE
OR,80,415,no,no,113.2,185.5,1,FALSE
MS,38,415,no,yes,142.4,313.7,2,FALSE
NC,107,415,no,yes,204.2,205.9,0,FALSE
CO,140,415,no,no,149.7,212.5,3,FALSE
AR,98,415,no,no,227.1,120.5,5,TRUE
PA,114,415,no,no,155.3,169.9,2,FALSE
MN,46,408,no,no,156.4,185.5,1,FALSE
NM,118,415,no,yes,148.7,167.3,0,FALSE
UT,37,510,no,no,271.7,155.1,3,FALSE
NE,34,415,no,no,193.7,126.9,0,FALSE
MS,98,415,yes,yes,245.5,292.7,1,FALSE
NV,113,510,no,no,245.3,259.9,3,TRUE
OR,69,408,no,no,196.1,236.8,0,FALSE
VA,121,415,no,no,134.1,195.1,2,FALSE
NJ,59,510,yes,yes,225,191.3,1,FALSE
WV,59,510,no,no,189.7,115.9,0,FALSE
OR,190,415,no,no,142.9,177.9,0,FALSE
KY,109,415,no,no,175.6,238,1,FALSE
MO,136,415,no,no,92.4,219,2,FALSE
TX,86,510,no,no,92.8,159.6,1,FALSE
MN,100,415,no,yes,221.7,236.1,0,FALSE
FL,106,510,no,no,159.6,276.8,0,FALSE
PA,104,415,no,no,144.5,180.5,2,FALSE
WV,129,415,no,no,159.1,202.5,2,FALSE
IN,205,510,no,no,49.9,150.7,2,FALSE
OK,93,415,no,yes,116.9,232.4,0,FALSE
NE,123,415,no,no,150,89.8,3,FALSE
DE,99,415,no,no,254.4,159.3,1,FALSE
MI,61,415,no,yes,270.7,200.7,3,FALSE
IL,71,415,no,no,207,173.8,1,FALSE
UT,4,510,yes,no,145.3,303.8,0,FALSE
IL,148,408,no,yes,230.7,233.8,3,FALSE
WA,141,415,no,no,151.5,242.2,1,FALSE
NM,56,408,no,no,146.1,196.2,0,FALSE
MD,160,415,no,no,256,187.4,3,FALSE
VA,43,408,no,yes,200.2,244.4,3,FALSE
MT,42,415,no,no,150.7,246.7,2,FALSE
CT,135,415,yes,no,186,66,1,FALSE
AL,106,415,no,no,212.9,187,3,FALSE
WV,106,510,no,no,194.8,213.4,0,FALSE
MO,83,415,no,yes,272.5,253,3,FALSE
ND,110,415,no,no,135.1,205.2,1,FALSE
AR,153,408,no,no,154.6,263,1,FALSE
GA,109,510,no,yes,230.5,265.8,5,FALSE
FL,31,510,no,no,165.4,203.7,1,FALSE
LA,124,510,no,no,143.3,230.7,4,TRUE
UT,110,415,no,no,271.1,237,2,TRUE
AZ,124,415,no,no,253.5,117.9,0,FALSE
NY,82,415,no,no,167.1,131.8,6,TRUE
KY,122,415,no,no,168.3,87.6,1,FALSE
AL,137,415,no,no,104.7,249.8,1,FALSE
IN,69,510,no,no,135.4,238.1,1,FALSE
IN,46,415,no,yes,191.4,361.8,1,FALSE
FL,103,415,no,no,158.7,198.4,1,FALSE
NM,16,510,no,no,144.8,164.9,2,FALSE
AL,119,415,no,no,98.8,146.9,3,FALSE
MN,124,510,yes,no,157.8,203.2,3,TRUE
NY,122,415,no,yes,163,312.8,1,FALSE
MD,139,415,no,no,181.6,335.7,4,FALSE
KS,67,510,no,no,129,188,2,FALSE
WV,84,408,no,no,86,260.7,1,FALSE
ID,101,510,no,yes,193.9,189.8,0,FALSE
LA,40,510,no,no,109.4,244.7,0,FALSE
MI,61,415,no,no,188.9,153.6,2,FALSE
TN,120,408,yes,no,179.9,170,1,TRUE
CA,95,415,no,no,183.4,281.3,1,FALSE
FL,98,408,no,no,288.1,137.9,0,FALSE
LA,114,415,no,no,169.2,149.9,2,FALSE
IL,68,415,yes,yes,195.5,171.6,1,TRUE
AL,149,415,no,yes,264.4,219.6,2,FALSE
CT,22,408,no,no,207.7,210.6,0,FALSE
PA,176,415,no,no,169.5,112.9,0,FALSE
TX,152,415,no,no,141.5,263,2,FALSE
VA,118,408,no,no,154.8,244,0,FALSE
MO,101,415,yes,no,133.5,219.6,1,FALSE
MT,102,408,no,no,273.2,211.1,2,TRUE
ND,118,408,no,no,224.6,225.9,2,FALSE
FL,105,415,no,no,273.8,289.7,2,TRUE
WI,153,510,no,no,159.5,275.5,1,TRUE
KY,71,415,no,no,104,197,0,FALSE
MD,71,415,no,yes,115.4,217.4,1,FALSE
IN,68,415,no,no,222.1,199.4,2,FALSE
MA,66,415,no,no,116.4,95.6,3,FALSE
ND,101,415,no,no,217.7,231.7,3,FALSE
VT,116,415,no,no,129.4,157.3,0,FALSE
CT,54,415,no,yes,161.8,273,0,FALSE
VA,112,408,no,yes,198.8,238.6,1,FALSE
MS,122,408,no,yes,147.8,147.4,1,FALSE
AK,74,415,no,no,262.3,198.9,3,FALSE
WY,90,415,no,no,246.4,160.3,1,FALSE
NY,112,415,no,no,174.3,140.2,4,TRUE
NC,85,510,no,no,183.4,168.8,4,FALSE
IL,100,415,no,no,191.9,200.9,1,FALSE
OH,114,415,no,no,187.8,154.6,2,FALSE
RI,83,510,no,no,259.7,152.7,0,FALSE
WY,157,415,yes,no,180.4,194,0,FALSE
OR,51,510,no,no,51.8,230.2,2,FALSE
NV,42,415,no,no,303.9,232.2,1,TRUE
ND,101,415,no,yes,123.7,172.6,1,TRUE
OR,112,510,no,no,206.2,164.5,3,FALSE
ND,56,510,no,no,164.3,233.7,2,FALSE
NJ,53,408,no,no,228.6,132.8,9,TRUE
WV,64,415,no,yes,200.4,131.1,1,FALSE
VA,123,408,no,no,154.3,183,0,FALSE
ID,68,510,no,yes,122.9,233.5,2,FALSE
CT,40,510,yes,no,220.8,265.7,0,FALSE
NM,132,408,no,no,214.6,251.7,0,FALSE
CT,120,408,yes,no,202,184.3,2,TRUE
MI,108,408,no,yes,209.5,109.6,6,TRUE
SC,161,510,no,no,297.9,238.1,1,TRUE
SC,130,415,no,no,212.8,189.8,0,TRUE
NY,122,510,no,no,145.6,284.7,0,FALSE
MT,130,408,no,yes,152.9,213.2,2,FALSE
WY,90,510,no,no,125.4,269.1,1,FALSE
NE,139,415,no,yes,138.3,80.6,0,FALSE
IN,57,415,no,no,189.3,174.9,3,FALSE
CO,128,510,no,no,199.3,194.8,4,FALSE
WY,127,510,yes,no,247.5,108.5,2,FALSE
MD,107,415,no,no,294.9,192.8,1,TRUE
OK,177,408,no,no,175.4,155.3,1,FALSE
SD,121,415,no,no,179.4,143,1,FALSE
SC,99,510,yes,yes,126.8,293.6,0,FALSE
NY,126,415,yes,no,239.7,281.7,1,TRUE
NY,77,415,no,yes,143,212.2,5,TRUE
WV,21,415,no,no,91.9,198.4,2,FALSE
WA,56,408,no,no,210.4,176.6,1,FALSE
ID,92,415,no,yes,201.3,203.7,1,TRUE
MN,81,510,no,no,145.6,287.9,2,FALSE
TX,139,510,yes,yes,203.5,200.3,1,TRUE
AZ,68,415,no,no,232.4,153.3,1,FALSE
DE,183,415,no,yes,86.5,285.2,2,FALSE
CO,90,408,no,no,109.9,220.8,0,FALSE
WI,165,408,no,no,156,276.1,1,FALSE
WI,89,415,no,no,326.3,165.1,1,TRUE
NJ,59,510,no,no,195,198.5,0,FALSE
IL,16,415,yes,no,110,147.3,0,FALSE
DC,114,415,no,no,147.1,161,5,TRUE
IA,113,510,no,no,156,256.8,2,FALSE
GA,120,408,no,no,98.2,186.7,2,FALSE
AK,115,415,no,no,210.6,153.1,0,FALSE
CA,37,510,no,no,239.9,261.6,2,TRUE
MN,100,415,yes,no,159.9,179.9,2,TRUE
CO,132,415,no,no,197.8,133.9,4,TRUE
KY,38,408,no,yes,115.4,166.2,2,FALSE
SC,1,408,no,no,123.8,236.2,0,FALSE
MT,97,415,no,yes,117.6,196.3,1,FALSE
KY,55,415,no,yes,105.3,197.4,2,FALSE
WV,75,415,no,no,111.7,237.3,1,FALSE
ID,83,415,no,no,159.3,202.3,2,FALSE
MN,40,510,no,no,81.7,210.2,6,TRUE
MA,101,415,no,yes,238,209.6,2,FALSE
MD,120,415,no,yes,128.1,247.7,0,FALSE
SD,183,415,no,yes,171.2,193.6,1,FALSE
PA,75,510,no,no,109,259.3,4,TRUE
KY,80,415,no,no,220,207.7,2,FALSE
ID,88,415,no,no,55.6,242.7,0,FALSE
NY,112,415,no,yes,286.6,315.3,1,FALSE
NM,63,510,no,no,207.6,229,1,FALSE
CA,105,415,no,yes,109.6,249.3,4,TRUE
ID,92,415,no,no,197.2,242.3,2,FALSE
WY,177,415,no,no,175.7,168.6,1,FALSE
NM,118,510,no,no,205.2,184.8,0,FALSE
HI,111,408,no,yes,193.1,111.6,1,FALSE
ID,82,510,no,yes,232.6,153.2,3,FALSE
NC,74,415,no,no,102.7,149.3,0,FALSE
TX,121,415,no,yes,263.1,279.3,5,FALSE
GA,131,408,no,no,197,201,1,FALSE
NC,182,415,no,no,279.5,203.2,2,TRUE
OH,135,415,no,no,173.4,222,1,FALSE
HI,134,415,no,yes,214.4,211.7,1,FALSE
MD,83,408,no,yes,107.9,140.4,0,FALSE
TN,3,510,yes,no,161,244.9,1,FALSE
WV,152,510,yes,yes,146.8,285.6,1,TRUE
WA,48,510,no,no,149.2,161.9,3,FALSE
MS,189,415,no,no,227.8,169.5,3,FALSE
OH,95,415,no,yes,160.3,202.4,0,FALSE
IN,129,415,no,no,137.8,225.8,1,TRUE
CO,66,408,no,yes,141.7,268.3,0,FALSE
TX,80,510,no,yes,196.4,150.3,0,FALSE
AK,1,408,no,no,175.2,151.7,1,FALSE
WV,84,408,no,no,146.8,171.7,1,FALSE
MA,96,415,no,no,173.9,287.4,1,FALSE
TN,123,415,no,yes,305.2,156.5,1,FALSE
ID,116,510,yes,yes,162.3,279.3,3,TRUE
DE,105,415,yes,no,150,293.8,3,FALSE
VA,80,415,no,no,197.5,206.9,1,FALSE
MT,157,408,no,no,240.2,153,2,FALSE
ID,67,510,no,yes,186.2,286.7,2,FALSE
IN,141,415,no,yes,116.9,276.5,0,FALSE
MD,79,415,no,yes,236.7,263.5,1,FALSE
MS,76,408,no,no,173.2,131.2,0,FALSE
WA,111,510,no,no,152.2,137.2,0,FALSE
OH,94,415,no,no,181.3,182.4,0,FALSE
RI,143,408,no,no,167.8,211,4,TRUE
AR,109,510,no,no,175.4,250.7,1,FALSE
AZ,138,415,no,no,87.6,266.9,2,FALSE
SC,73,415,no,no,203.3,141.9,0,FALSE
KY,21,415,no,no,92.6,161.9,5,TRUE
AL,148,415,no,yes,262.9,149.5,1,FALSE
VA,118,408,no,no,189.3,233.5,2,FALSE
OH,169,408,no,no,147.2,161.9,3,FALSE
AZ,62,408,no,yes,137.3,184.2,0,FALSE
NY,86,510,no,no,70.7,211,2,FALSE
VA,44,408,no,no,204.6,205.2,0,FALSE
MD,111,510,no,no,123.1,213.9,5,TRUE
MA,127,510,no,yes,129.7,160.8,2,FALSE
IL,151,415,yes,no,198.7,209.5,0,FALSE
LA,53,415,no,no,145.1,233.7,2,FALSE
MO,15,415,no,no,135.2,152.5,2,FALSE
DC,123,408,no,yes,124.7,250.4,1,FALSE
PA,137,415,no,no,215.9,145.4,1,FALSE
TN,106,415,no,no,119.2,228.4,2,FALSE
NJ,88,510,no,no,144.3,156.4,3,FALSE
VA,106,415,no,no,235.2,220.6,1,FALSE
TN,95,510,no,no,174,281.1,0,FALSE
NJ,57,510,yes,no,115,122.3,0,TRUE
WA,184,408,no,no,151.7,178.5,2,FALSE
AR,109,510,no,no,153.1,234.1,3,FALSE
WI,127,415,no,no,218.6,149.9,2,FALSE
WA,82,510,no,no,265.2,178.7,2,FALSE
RI,180,415,no,no,143.3,180.5,1,FALSE
ME,174,415,no,no,190.3,252.7,2,FALSE
CO,92,415,no,no,184.7,262,2,TRUE
CO,81,408,no,no,115.3,224.7,1,FALSE
RI,125,408,no,no,113,169.2,2,TRUE
CT,119,408,no,no,294.2,232.5,0,TRUE
NC,122,415,no,no,215.6,167.8,3,FALSE
WY,34,408,no,no,128.8,208.7,1,FALSE
OR,138,415,yes,yes,211.2,312.5,3,TRUE
FL,90,415,no,yes,71.2,181.6,1,FALSE
KY,73,408,no,no,94.9,253.2,2,FALSE
SC,19,510,no,no,259.4,269.7,1,TRUE
WA,120,408,no,yes,215.8,285.2,1,FALSE
MT,160,415,no,no,97.5,268.1,3,FALSE
PA,141,510,no,no,146.5,169.9,0,FALSE
MA,90,408,no,no,157.9,234,2,FALSE
VT,72,415,no,no,139.9,223.6,2,FALSE
MN,117,408,no,yes,153.2,263.3,1,FALSE
IL,79,408,yes,no,103.5,319.3,2,FALSE
AR,87,408,no,no,185.8,192.3,1,FALSE
MD,102,415,no,no,129.5,354.2,1,FALSE
MT,49,408,no,no,236.6,220.9,1,FALSE
VT,67,408,no,no,260.4,208.2,6,FALSE
CO,107,415,no,no,167.3,163.9,2,FALSE
NC,190,408,no,no,182.2,212.3,2,FALSE
WA,118,510,no,no,113,150.1,2,FALSE
TN,120,415,no,no,185.7,235.1,0,FALSE
AR,94,408,no,no,136.2,165.1,0,FALSE
DC,115,510,no,yes,222.6,190.3,1,FALSE
MN,61,415,no,no,197.3,264.5,1,FALSE
IA,143,510,no,yes,141.4,186.4,1,FALSE
KS,110,510,no,no,208,95.1,1,FALSE
ND,104,415,no,no,118.5,177.8,1,FALSE
MT,16,510,no,no,153.2,229.7,1,FALSE
IL,183,510,no,no,108.3,183.6,0,FALSE
DC,147,408,no,no,168.6,187.7,2,FALSE
KY,58,415,no,no,247.2,303.7,2,TRUE
MS,102,510,yes,no,224.2,243.3,3,FALSE
TN,123,415,no,no,166.9,221.8,3,FALSE
IA,64,415,no,yes,118.4,144.1,1,FALSE
AK,103,510,no,no,190.9,226.6,2,FALSE
MN,152,415,no,no,317.8,152.9,1,TRUE
WV,124,415,no,no,312,180,1,TRUE
OR,97,415,no,no,146,203,1,FALSE
MS,131,415,no,no,131.6,179.3,1,TRUE
ME,57,415,no,yes,193.4,231.6,2,FALSE
MN,157,510,no,no,185.1,213,2,FALSE
GA,194,510,no,no,193.3,169,0,FALSE
DC,66,415,no,no,146.4,196.5,1,FALSE
GA,155,510,no,no,71.2,304.4,0,FALSE
NY,123,415,no,no,123.2,190,4,TRUE
OK,116,510,no,no,205,140.9,2,FALSE
OK,63,415,no,no,128.7,240.8,1,FALSE
GA,64,510,no,no,216.9,211,3,FALSE
NJ,96,510,no,no,150,218.5,3,FALSE
MN,53,415,no,no,164.1,206,1,FALSE
ME,105,510,no,no,212,226.6,3,FALSE
MI,53,510,no,yes,167.3,194.7,2,FALSE
MT,101,415,no,no,154.4,217.2,1,FALSE
NE,129,510,no,yes,177.3,211.8,3,FALSE
ND,122,408,no,no,231.2,267.8,1,TRUE
VA,163,415,no,no,202.9,178.6,5,FALSE
VT,93,408,no,no,149.6,200.7,0,FALSE
OH,115,510,yes,no,345.3,203.4,1,TRUE
AL,25,408,no,no,264.9,281.2,1,TRUE
DC,73,408,no,no,122,138.3,1,FALSE
ND,120,415,no,no,177.2,270.4,2,FALSE
TN,196,415,no,no,133.1,206.5,1,FALSE
DE,97,510,no,no,225.1,279.5,0,TRUE
NY,148,408,no,no,208.4,174.4,1,FALSE
AL,85,408,no,yes,173.1,247.2,1,FALSE
OK,86,510,yes,no,162.4,167,2,TRUE
MS,78,415,no,yes,281.2,178.2,2,FALSE
MD,106,415,no,no,208.3,169.4,3,FALSE
NE,147,415,no,yes,243.4,273.8,2,FALSE
AR,145,415,no,no,224.2,314.9,1,TRUE
IL,91,415,no,no,189.3,239.3,3,FALSE
IN,81,408,no,yes,168.3,270.9,4,FALSE
UT,116,415,no,yes,232.9,152.1,1,FALSE
LA,69,415,no,yes,155,142.4,1,FALSE
ID,135,510,no,no,154.4,203.8,0,FALSE
KY,73,510,no,no,234.7,195.7,2,FALSE
MI,48,415,no,no,240,141,1,FALSE
NH,125,415,yes,no,298.4,270.5,0,TRUE
WV,100,415,no,no,166,236.1,1,FALSE
OR,165,415,no,yes,111.6,213.3,0,FALSE
SD,64,415,no,no,174.5,180.2,2,FALSE
MD,116,510,yes,yes,175.5,210.6,1,FALSE
ND,147,408,yes,yes,157.5,189.6,3,TRUE
TN,115,415,no,no,206.2,176.4,1,FALSE
MO,84,415,no,yes,207.5,201,4,FALSE
IL,86,510,no,yes,144.8,206.2,4,FALSE
UT,134,415,no,no,258.8,129.5,2,FALSE
MI,105,415,no,no,226.9,182.2,0,TRUE
AR,88,408,no,no,152.9,171.2,2,FALSE
TX,90,408,no,yes,156.7,236.5,2,FALSE
AK,86,408,no,no,150.8,295.9,1,FALSE
TN,37,415,no,no,221,204.5,4,FALSE
NH,141,415,no,yes,322.4,283.2,1,TRUE
NM,148,408,no,no,153.6,262.1,2,FALSE
MN,163,408,no,yes,215.1,138.9,2,FALSE
IA,89,415,no,yes,174.4,196.7,1,FALSE
RI,63,415,no,no,180.5,230,0,FALSE
AL,102,415,no,no,123.1,182,2,FALSE
NC,76,510,no,no,165.7,257.4,1,FALSE
SD,104,408,no,no,200.2,118.7,2,FALSE
MT,109,510,no,no,154.8,287.7,3,FALSE
HI,105,510,no,no,125.4,261.5,2,FALSE
MT,63,415,no,yes,184.2,312.6,1,FALSE
KY,105,415,no,yes,274.7,193.5,3,FALSE
DC,68,415,yes,yes,142,241.6,1,FALSE
CO,63,408,yes,yes,151.5,147.8,1,FALSE
MI,74,415,no,no,124.8,133,3,FALSE
AL,76,415,no,no,179.2,222.9,0,FALSE
KS,91,408,yes,no,246.4,182,2,TRUE
NC,101,415,no,no,232.7,186.4,5,FALSE
SC,116,408,no,no,288,255.8,0,TRUE
CO,131,415,no,yes,170.8,236.7,1,FALSE
MN,84,415,no,no,216.1,197.5,1,FALSE
WY,104,415,no,no,138.7,215.4,2,FALSE
FL,108,510,no,no,210.7,238.7,3,FALSE
NY,111,415,no,no,181.8,158.1,0,FALSE
OK,155,408,no,yes,61.6,255.1,1,FALSE
ME,66,510,no,no,207.7,196.7,1,FALSE
NE,64,510,no,no,219.2,167,1,FALSE
OH,69,415,no,no,227,258.7,2,FALSE
CT,116,415,no,no,245.9,240.1,3,FALSE
DC,101,415,no,no,257.3,184.8,0,FALSE
OK,15,415,no,no,121.1,216,2,FALSE
NJ,88,415,no,no,301.5,257.7,4,TRUE
IA,197,415,no,no,233.9,218.9,0,FALSE
VA,50,415,yes,no,99.6,308.7,2,TRUE
VA,172,510,no,no,169.8,183.1,2,FALSE
NM,188,415,yes,yes,198.8,166.6,1,TRUE
FL,85,408,yes,no,116.2,229.7,3,FALSE
RI,103,510,yes,no,255.9,140.9,1,TRUE
NJ,136,408,no,yes,187.7,221,3,FALSE
NE,155,408,no,yes,195.9,213.9,0,FALSE
WV,145,415,no,no,129.4,185.4,2,FALSE
WY,116,510,no,yes,221,151,2,FALSE
SC,152,408,no,no,140.5,186.8,2,FALSE
MS,65,415,yes,no,277.9,155.8,0,TRUE
ND,180,415,no,no,224.9,250,3,TRUE
IL,67,415,no,no,109.1,217.4,0,FALSE
OR,60,415,no,no,207.8,123.5,0,FALSE
UT,138,510,no,no,205.9,257.1,0,FALSE
IA,44,415,no,no,308.6,150.8,4,TRUE
ME,25,510,no,no,242.6,209,2,FALSE
WY,145,408,no,no,229.6,138.1,1,FALSE
WI,122,510,no,yes,166,233.9,2,FALSE
SC,121,415,no,no,144.8,200.6,0,TRUE
DC,55,510,yes,no,106.1,123.5,0,FALSE
CT,77,415,no,no,221.8,166,1,FALSE
OR,12,415,no,no,204.6,212.5,2,FALSE
OR,64,510,no,no,213.5,166.6,3,FALSE
NV,92,415,no,yes,152,274.9,2,FALSE
MN,125,415,yes,yes,260.8,163.7,1,TRUE
OK,160,408,no,no,166.4,317,1,FALSE
KS,79,415,no,no,177.9,167.3,0,FALSE
RI,36,415,no,no,235.1,196.8,3,FALSE
DC,102,415,no,no,186.8,173.7,2,FALSE
IL,138,408,yes,no,268.4,174.4,1,FALSE
UT,164,510,no,no,192.1,249.8,3,FALSE
MN,125,415,no,no,240.7,269.4,0,TRUE
WI,72,408,no,no,179.9,149.8,2,FALSE
MI,74,415,no,no,314.1,222.4,3,TRUE
MI,134,415,no,yes,162,324.7,0,FALSE
MA,145,415,no,no,175.8,274.3,1,FALSE
AL,136,510,no,no,109.4,207.5,0,FALSE
SC,209,510,no,no,255.1,230.6,3,TRUE
WI,66,415,yes,no,208.7,173.3,3,FALSE
VT,152,510,no,yes,214.6,96.6,1,FALSE
CT,162,408,no,no,49.2,143.9,1,FALSE
OR,72,510,no,no,141.3,134.9,2,FALSE
HI,101,415,no,no,253.2,237.9,4,FALSE
WV,125,415,no,no,206,198.1,0,FALSE
RI,46,408,no,no,40.4,172.4,2,FALSE
MI,132,408,no,no,291.2,234.2,1,TRUE
ME,193,415,no,yes,71.2,124.7,0,FALSE
WV,63,510,no,no,261.8,245,0,TRUE
NE,124,510,no,no,191.3,261.5,1,FALSE
DC,144,415,no,no,133.3,255.5,0,FALSE
NH,116,408,no,yes,183.6,203.8,2,FALSE
MD,189,415,no,yes,155.2,195.5,1,FALSE
NH,97,408,no,yes,283.1,185.4,1,FALSE
WV,137,510,no,yes,186.5,178,2,FALSE
IL,142,415,no,yes,163.3,136,0,FALSE
OK,84,510,no,no,203.4,182.9,1,FALSE
NH,119,415,no,yes,178.1,212.8,1,FALSE
MI,158,415,no,no,195.9,89.1,1,FALSE
ND,50,415,no,no,295.3,127.4,1,FALSE
LA,98,408,no,no,136.1,156.3,2,FALSE
HI,101,415,no,yes,114.1,161.5,2,FALSE
NJ,182,415,no,no,279.1,180.5,2,TRUE
WV,51,408,no,no,169.3,139.5,0,FALSE
NC,117,510,no,no,214.4,138,2,FALSE
PA,92,415,yes,no,255.8,142.7,0,FALSE
MI,86,408,no,no,148.2,285.1,2,FALSE
WY,122,415,no,no,119.3,223.9,2,FALSE
NJ,156,408,no,yes,192.3,199.9,1,FALSE
NJ,127,510,no,no,245.2,217.2,0,TRUE
NC,130,408,yes,no,216.2,363.7,5,TRUE
NM,158,408,no,no,172.4,256.6,2,FALSE
MS,145,510,yes,yes,175.3,153.3,1,FALSE
TX,90,415,yes,yes,169,188.8,0,TRUE
OK,127,510,no,yes,2.6,254,3,FALSE
ID,109,415,no,no,184.1,211.7,1,FALSE
AL,88,415,no,no,181.9,151.5,1,FALSE
WY,101,510,no,yes,160.1,210,0,FALSE
HI,171,510,no,no,189.8,173.7,0,FALSE
VA,21,415,no,no,223.2,216.5,1,FALSE
WV,145,408,no,yes,216,225.1,2,FALSE
DE,90,415,no,no,198.5,266.6,2,FALSE
CA,33,408,no,no,159.5,195.4,1,FALSE
PA,61,408,no,yes,105,180.6,2,TRUE
CO,107,415,no,no,204.5,162.4,3,FALSE
MD,147,408,no,no,274,231.8,0,TRUE
AL,117,510,no,no,158.7,181.7,2,FALSE
AL,95,415,no,no,229.9,202.4,1,FALSE
KS,186,510,no,no,137.8,187.7,1,FALSE
MI,128,415,no,no,179.4,270.4,0,FALSE
AK,55,408,no,yes,139.3,178.3,3,FALSE
OH,134,415,no,no,7.8,171.4,2,FALSE
IN,96,415,no,yes,183.1,147.4,1,FALSE
SC,107,415,no,no,206.9,262.4,0,FALSE
KS,123,415,no,no,140,153.7,2,FALSE
OK,35,415,no,no,179.2,283.3,2,FALSE
WI,74,408,no,no,177.4,240.3,0,FALSE
IN,130,408,no,no,115.6,167.8,1,FALSE
IL,137,408,yes,no,237.3,176.7,0,TRUE
TN,88,415,no,no,181.5,187,1,FALSE
DC,80,408,no,no,51.5,164,3,FALSE
NC,116,408,no,yes,155.7,185.4,3,FALSE
RI,123,510,no,yes,245,265,2,FALSE
MS,120,415,no,no,131.7,163.1,1,FALSE
VA,146,415,yes,no,111.1,313.4,1,FALSE
KY,106,510,no,yes,88.5,324.8,3,FALSE
NV,121,408,no,yes,116,150.1,1,FALSE
WI,137,510,no,no,155.5,133.1,1,FALSE
NH,84,408,no,yes,106.5,225.7,2,FALSE
NE,67,510,no,yes,175.2,199.2,1,FALSE
WI,161,408,no,no,154.7,177.8,4,TRUE
NJ,134,510,no,yes,247.2,225.5,2,TRUE
ME,62,415,yes,yes,218.4,236.7,0,TRUE
WY,120,415,no,yes,227.5,234.9,1,FALSE
IN,130,408,no,yes,185,249.5,0,FALSE
WI,20,408,no,no,186.8,253.4,2,FALSE
VT,68,415,no,no,158.8,211.8,1,FALSE
CA,112,415,no,no,208.7,212.8,0,FALSE
IN,77,408,no,no,185.9,212,3,FALSE
SC,109,415,no,no,222.5,169.7,2,FALSE
IN,108,415,no,no,201.1,170.7,3,FALSE
IA,79,415,no,yes,167.9,243.7,1,FALSE
MD,119,408,no,no,239.1,243.5,3,TRUE
MN,38,510,no,no,175.7,211.8,5,TRUE
AR,109,415,no,yes,111.2,263.5,6,TRUE
MS,78,415,no,no,87.7,214.8,1,FALSE
MN,134,415,no,no,244.1,246.9,0,FALSE
WA,47,415,no,yes,165,127.3,2,FALSE
MS,59,408,no,yes,127.4,103.3,0,FALSE
ID,151,415,no,no,194.8,292.7,0,FALSE
NC,129,415,no,no,54.7,256.1,1,FALSE
VA,107,510,no,yes,283.4,224.1,2,FALSE
MT,137,408,yes,no,258,246.5,0,TRUE
MI,76,510,no,no,90.5,211.7,1,FALSE
HI,24,415,no,no,235.6,115.9,0,FALSE
NC,169,408,no,no,142.5,231.4,2,FALSE
MN,30,408,no,no,54,179.3,1,FALSE
WV,70,415,no,no,214.8,131,3,FALSE
SD,52,510,yes,no,251.4,196.6,0,TRUE
HI,3,408,no,no,139,250.7,4,FALSE
MS,38,415,no,no,117.3,208.7,2,FALSE
NY,104,415,no,no,264,132.2,3,FALSE
LA,27,408,no,no,82.6,204,1,FALSE
KS,166,415,yes,yes,175.8,253.6,1,FALSE
MA,13,408,no,no,220.4,211.2,2,FALSE
AK,52,408,no,no,217,152.3,2,FALSE
SD,114,415,no,yes,129,290,1,FALSE
CO,156,408,no,no,150.5,152.9,1,FALSE
NH,90,415,no,yes,193.3,263.3,0,FALSE
